feature_key,en_phrases_count,en_pos_success,en_neg_suppressed_all,ar_synonyms_count,ar_pos_success,ar_neg_suppressed_all,overall_success,en_pos_example,en_neg_example,ar_pos_example,ar_neg_example
bloating,1,1,1,2,1,1,1,Patient reports bloating.,Patient denies bloating.; Patient has no bloating.,أعاني من نفخة; أعاني من انتفاخ البطن,لا يوجد نفخة; ما في نفخة
swollen_salivary_glands_usually_parotid,1,1,1,5,1,1,1,Patient reports swollen salivary glands usually parotid.,Patient denies swollen salivary glands usually parotid.; Patient has no swollen salivary glands usually parotid.,أعاني من الغدد اللعابيه; أعاني من النكفيه,لا يوجد الغدد اللعابيه; ما في الغدد اللعابيه
inflamed_skin,1,1,1,2,1,1,1,Patient reports inflamed skin.,Patient denies inflamed skin.; Patient has no inflamed skin.,أعاني من جلد; أعاني من التهاب الجلد,لا يوجد جلد; ما في جلد
optic_neuritis_vision_loss,1,1,1,5,1,1,1,Patient reports optic neuritis vision loss.,Patient denies optic neuritis vision loss.; Patient has no optic neuritis vision loss.,أعاني من فقدان البصر; أعاني من مشاكل الرؤية,لا يوجد فقدان البصر; ما في فقدان البصر
anxiety,1,1,1,1,1,1,1,Patient reports anxiety.,Patient denies anxiety.; Patient has no anxiety.,أعاني من قلق,لا يوجد قلق; ما في قلق
chest_wall_bruising,1,1,1,2,1,1,1,Patient reports chest wall bruising.,Patient denies chest wall bruising.; Patient has no chest wall bruising.,أعاني من صدر; أعاني من كدمات,لا يوجد صدر; ما في صدر
ovarian_cysts,1,1,1,2,1,1,1,Patient reports ovarian cysts.,Patient denies ovarian cysts.; Patient has no ovarian cysts.,أعاني من اكياس مبيضيه; أعاني من مبيضي,لا يوجد اكياس مبيضيه; ما في اكياس مبيضيه
blurred_or_distorted_central_vision,1,1,1,5,1,1,1,Patient reports blurred or distorted central vision.,Patient denies blurred or distorted central vision.; Patient has no blurred or distorted central vision.,أعاني من مشاكل الرؤية; أعاني من فقدان البصر,لا يوجد مشاكل الرؤية; ما في مشاكل الرؤية
abnormal_sweating,1,1,1,2,1,1,1,Patient reports abnormal sweating.,Patient denies abnormal sweating.; Patient has no abnormal sweating.,أعاني من تعرق غير طبيعي; أعاني من فرط تعرق,لا يوجد تعرق غير طبيعي; ما في تعرق غير طبيعي
difficulty_concentrating,1,1,1,1,1,1,1,Patient reports difficulty concentrating.,Patient denies difficulty concentrating.; Patient has no difficulty concentrating.,أعاني من صعوبه التركيز,لا يوجد صعوبه التركيز; ما في صعوبه التركيز
watery_discharge,1,1,1,1,1,1,1,Patient reports watery discharge.,Patient denies watery discharge.; Patient has no watery discharge.,أعاني من افرازات مائيه,لا يوجد افرازات مائيه; ما في افرازات مائيه
increased_urination_or_urine_changes,1,1,1,7,1,1,1,Patient reports increased urination or urine changes.,Patient denies increased urination or urine changes.; Patient has no increased urination or urine changes.,أعاني من بول; أعاني من تبول,لا يوجد بول; ما في بول
swelling,2,1,1,2,1,1,1,Patient reports swelling.; Patient reports edema.,Patient denies swelling.; Patient has no swelling.,أعاني من تورم; أعاني من انتفاخ,لا يوجد تورم; ما في تورم
vision_problems,1,1,1,6,1,1,1,Patient reports vision problems.,Patient denies vision problems.; Patient has no vision problems.,أعاني من رؤيه; أعاني من مشاكل الرؤيه,لا يوجد رؤيه; ما في رؤيه
restricted_interests_or_repetitive_behaviors,1,1,1,1,1,1,1,Patient reports restricted interests or repetitive behaviors.,Patient denies restricted interests or repetitive behaviors.; Patient has no restricted interests or repetitive behaviors.,أعاني من اهتمامات محدوده او سلوكيات تكراريه,لا يوجد اهتمامات محدوده او سلوكيات تكراريه; ما في اهتمامات محدوده او سلوكيات تكراريه
loss_of_appetite,2,1,1,2,1,1,1,Patient reports loss of appetite.; Patient reports no appetite.,Patient denies loss of appetite.; Patient has no loss of appetite.,أعاني من انعدام شهية; أعاني من عدم شهية,لا يوجد انعدام شهية; ما في انعدام شهية
irritability,1,1,1,2,1,1,1,Patient reports irritability.,Patient denies irritability.; Patient has no irritability.,أعاني من تهيج; أعاني من انفعال,لا يوجد تهيج; ما في تهيج
gastrointestinal_symptoms,1,1,1,1,1,1,1,Patient reports gastrointestinal symptoms.,Patient denies gastrointestinal symptoms.; Patient has no gastrointestinal symptoms.,أعاني من هضمي,لا يوجد هضمي; ما في هضمي
painful_urination,1,1,1,5,1,1,1,Patient reports painful urination.,Patient denies painful urination.; Patient has no painful urination.,أعاني من ألم; أعاني من وجع,لا يوجد ألم; ما في ألم
persistent_feelings_of_sadness,1,1,1,1,1,1,1,Patient reports persistent feelings of sadness.,Patient denies persistent feelings of sadness.; Patient has no persistent feelings of sadness.,أعاني من مستمر,لا يوجد مستمر; ما في مستمر
muscle_wasting,1,1,1,2,1,1,1,Patient reports muscle wasting.,Patient denies muscle wasting.; Patient has no muscle wasting.,أعاني من عضله; أعاني من ضمور عضلي,لا يوجد عضله; ما في عضله
painful_veins_in_the_rectal_area,1,1,1,2,1,1,1,Patient reports painful veins in the rectal area.,Patient denies painful veins in the rectal area.; Patient has no painful veins in the rectal area.,أعاني من ألم; أعاني من وجع,لا يوجد ألم; ما في ألم
rib_fractures_associated_injuries,1,1,1,3,1,1,1,Patient reports rib fractures associated injuries.,Patient denies rib fractures associated injuries.; Patient has no rib fractures associated injuries.,أعاني من كسور الاضلاع; أعاني من كسور,لا يوجد كسور الاضلاع; ما في كسور الاضلاع
transverse_myelitis_weakness,1,1,1,1,1,1,1,Patient reports transverse myelitis weakness.,Patient denies transverse myelitis weakness.; Patient has no transverse myelitis weakness.,أعاني من ضعف,لا يوجد ضعف; ما في ضعف
swelling_of_the_legs_or_ankles,3,1,1,4,1,1,1,Patient reports swelling of the legs or ankles.; Patient reports leg swelling.,Patient denies swelling of the legs or ankles.; Patient has no swelling of the legs or ankles.,أعاني من تورم الساقين; أعاني من انتفاخ الساقين,لا يوجد تورم الساقين; ما في تورم الساقين
mood_swings,1,1,1,1,1,1,1,Patient reports mood swings.,Patient denies mood swings.; Patient has no mood swings.,أعاني من تقلبات المزاج,لا يوجد تقلبات المزاج; ما في تقلبات المزاج
irregular_periods,1,1,1,2,1,1,1,Patient reports irregular periods.,Patient denies irregular periods.; Patient has no irregular periods.,أعاني من عدم انتظام الدورة; أعاني من اضطراب الطمث,لا يوجد عدم انتظام الدورة; ما في عدم انتظام الدورة
short_stature,1,1,1,1,1,1,1,Patient reports short stature.,Patient denies short stature.; Patient has no short stature.,أعاني من قصر القامه,لا يوجد قصر القامه; ما في قصر القامه
developmental_delays,1,1,1,1,1,1,1,Patient reports developmental delays.,Patient denies developmental delays.; Patient has no developmental delays.,أعاني من تاخر نمائي,لا يوجد تاخر نمائي; ما في تاخر نمائي
usually_in_sun_exposed_areas,1,1,1,1,1,1,1,Patient reports usually in sun exposed areas.,Patient denies usually in sun exposed areas.; Patient has no usually in sun exposed areas.,أعاني من عادةً في المناطق المعرضة للشمس,لا يوجد عادةً في المناطق المعرضة للشمس; ما في عادةً في المناطق المعرضة للشمس
lasting_for_at_least_two_years,1,1,1,1,1,1,1,Patient reports lasting for at least two years.,Patient denies lasting for at least two years.; Patient has no lasting for at least two years.,أعاني من اذن,لا يوجد اذن; ما في اذن
nipple_changes,1,1,1,1,1,1,1,Patient reports nipple changes.,Patient denies nipple changes.; Patient has no nipple changes.,أعاني من تغيرات الحلمة,لا يوجد تغيرات الحلمة; ما في تغيرات الحلمة
tenderness,1,1,1,3,1,1,1,Patient reports tenderness.,Patient denies tenderness.; Patient has no tenderness.,أعاني من مؤلم عند اللمس; أعاني من ايلام,لا يوجد مؤلم عند اللمس; ما في مؤلم عند اللمس
hallucinations,1,1,1,1,1,1,1,Patient reports hallucinations.,Patient denies hallucinations.; Patient has no hallucinations.,أعاني من هلوسات,لا يوجد هلوسات; ما في هلوسات
persistent_depressive_symptoms_low_mood,1,1,1,2,1,1,1,Patient reports persistent depressive symptoms low mood.,Patient denies persistent depressive symptoms low mood.; Patient has no persistent depressive symptoms low mood.,أعاني من مستمر; أعاني من اكتئابي,لا يوجد مستمر; ما في مستمر
rapid_or_shallow_breathing,1,1,1,1,1,1,1,Patient reports rapid or shallow breathing.,Patient denies rapid or shallow breathing.; Patient has no rapid or shallow breathing.,أعاني من تنفس سريع او سطحي,لا يوجد تنفس سريع او سطحي; ما في تنفس سريع او سطحي
feelings_of_guilt_or_worthlessness,1,1,1,2,1,1,1,Patient reports feelings of guilt or worthlessness.,Patient denies feelings of guilt or worthlessness.; Patient has no feelings of guilt or worthlessness.,أعاني من شعور بالذنب; أعاني من انعدام القيمه,لا يوجد شعور بالذنب; ما في شعور بالذنب
limited_range_of_motion,1,1,1,2,1,1,1,Patient reports limited range of motion.,Patient denies limited range of motion.; Patient has no limited range of motion.,أعاني من مدى حركة محدود; أعاني من تيبس المفصل,لا يوجد مدى حركة محدود; ما في مدى حركة محدود
thickening_of_the_skin,1,1,1,3,1,1,1,Patient reports thickening of the skin.,Patient denies thickening of the skin.; Patient has no thickening of the skin.,أعاني من تسمك; أعاني من جلد,لا يوجد تسمك; ما في تسمك
trouble_speaking_or_understanding,1,1,1,1,1,1,1,Patient reports trouble speaking or understanding.,Patient denies trouble speaking or understanding.; Patient has no trouble speaking or understanding.,أعاني من صعوبه الكلام او الفهم,لا يوجد صعوبه الكلام او الفهم; ما في صعوبه الكلام او الفهم
especially_at_night_or_in_response_to_triggers_such_as_allergens_or_exercise,1,1,1,1,1,1,1,Patient reports especially at night or in response to triggers such as allergens or exercise.,Patient denies especially at night or in response to triggers such as allergens or exercise.; Patient has no especially at night or in response to triggers such as allergens or exercise.,أعاني من خصوصًا ليلاً أو مع محفزات مثل مسببات الحساسية أو التمرين,لا يوجد خصوصًا ليلاً أو مع محفزات مثل مسببات الحساسية أو التمرين; ما في خصوصًا ليلاً أو مع محفزات مثل مسببات الحساسية أو التمرين
sharp_or_stabbing_pain,1,1,1,2,1,1,1,Patient reports sharp or stabbing pain.,Patient denies sharp or stabbing pain.; Patient has no sharp or stabbing pain.,أعاني من ألم; أعاني من وجع,لا يوجد ألم; ما في ألم
gonadal_dysgenesis,1,1,1,1,1,1,1,Patient reports gonadal dysgenesis.,Patient denies gonadal dysgenesis.; Patient has no gonadal dysgenesis.,أعاني من خلل تكون الغدد التناسليه,لا يوجد خلل تكون الغدد التناسليه; ما في خلل تكون الغدد التناسليه
decreased_oxygen_levels,1,1,1,2,1,1,1,Patient reports decreased oxygen levels.,Patient denies decreased oxygen levels.; Patient has no decreased oxygen levels.,أعاني من اكسجين; أعاني من انخفاض مستويات الاكسجين,لا يوجد اكسجين; ما في اكسجين
distorted_body_image,1,1,1,1,1,1,1,Patient reports distorted body image.,Patient denies distorted body image.; Patient has no distorted body image.,أعاني من صوره جسم مشوهه,لا يوجد صوره جسم مشوهه; ما في صوره جسم مشوهه
depends_on_the_specific_cranial_nerve_involved_symptoms_can_include_vision_changes,1,1,1,1,1,1,1,Patient reports depends on the specific cranial nerve involved symptoms can include vision changes.,Patient denies depends on the specific cranial nerve involved symptoms can include vision changes.; Patient has no depends on the specific cranial nerve involved symptoms can include vision changes.,أعاني من رؤيه,لا يوجد رؤيه; ما في رؤيه
loss_of_bladder_or_bowel_control,1,1,1,2,1,1,1,Patient reports loss of bladder or bowel control.,Patient denies loss of bladder or bowel control.; Patient has no loss of bladder or bowel control.,أعاني من سلس بولي أو برازي; أعاني من فقدان السيطرة على البول أو البراز,لا يوجد سلس بولي أو برازي; ما في سلس بولي أو برازي
sensitivity_to_light,1,1,1,2,1,1,1,Patient reports sensitivity to light.,Patient denies sensitivity to light.; Patient has no sensitivity to light.,أعاني من حساسيه للضوء; أعاني من رهاب الضوء,لا يوجد حساسيه للضوء; ما في حساسيه للضوء
cramping,1,1,1,2,1,1,1,Patient reports cramping.,Patient denies cramping.; Patient has no cramping.,أعاني من تقلصات; أعاني من مغص,لا يوجد تقلصات; ما في تقلصات
cognitive_problems,1,1,1,1,1,1,1,Patient reports cognitive problems.,Patient denies cognitive problems.; Patient has no cognitive problems.,أعاني من مشاكل معرفيه,لا يوجد مشاكل معرفيه; ما في مشاكل معرفيه
ear_pain,1,1,1,2,1,1,1,Patient reports ear pain.,Patient denies ear pain.; Patient has no ear pain.,أعاني من ألم; أعاني من وجع,لا يوجد ألم; ما في ألم
painful_erection,1,1,1,2,1,1,1,Patient reports painful erection.,Patient denies painful erection.; Patient has no painful erection.,أعاني من ألم; أعاني من وجع,لا يوجد ألم; ما في ألم
dry_mouth,1,1,1,2,1,1,1,Patient reports dry mouth.,Patient denies dry mouth.; Patient has no dry mouth.,أعاني من جاف; أعاني من ناشف,لا يوجد جاف; ما في جاف
frequent_nosebleeds,1,1,1,3,1,1,1,Patient reports frequent nosebleeds.,Patient denies frequent nosebleeds.; Patient has no frequent nosebleeds.,أعاني من متكرر; أعاني من رعاف,لا يوجد متكرر; ما في متكرر
neck_pain,1,1,1,3,1,1,1,Patient reports neck pain.,Patient denies neck pain.; Patient has no neck pain.,أعاني من ألم; أعاني من وجع,لا يوجد ألم; ما في ألم
back_pain,1,1,1,3,1,1,1,Patient reports back pain.,Patient denies back pain.; Patient has no back pain.,أعاني من ألم; أعاني من وجع,لا يوجد ألم; ما في ألم
chest_pain,1,1,1,6,1,1,1,Patient reports chest pain.,Patient denies chest pain.; Patient has no chest pain.,أعاني من الم صدر; أعاني من وجع صدر,لا يوجد الم صدر; ما في الم صدر
chest_congestion,1,1,1,3,1,1,1,Patient reports chest congestion.,Patient denies chest congestion.; Patient has no chest congestion.,أعاني من صدر; أعاني من احتقان صدر,لا يوجد صدر; ما في صدر
numbness_or_weakness_general,1,1,1,3,1,1,1,Patient reports numbness or weakness general.,Patient denies numbness or weakness general.; Patient has no numbness or weakness general.,أعاني من عام; أعاني من ضعف,لا يوجد عام; ما في عام
muscle_weakness,1,1,1,3,1,1,1,Patient reports muscle weakness.,Patient denies muscle weakness.; Patient has no muscle weakness.,أعاني من ضعف; أعاني من عضله,لا يوجد ضعف; ما في ضعف
facial_numbness_or_weakness,1,1,1,2,1,1,1,Patient reports facial numbness or weakness.,Patient denies facial numbness or weakness.; Patient has no facial numbness or weakness.,أعاني من ضعف; أعاني من خدر,لا يوجد ضعف; ما في ضعف
extremities_numbness_or_weakness,1,1,1,2,1,1,1,Patient reports extremities numbness or weakness.,Patient denies extremities numbness or weakness.; Patient has no extremities numbness or weakness.,أعاني من ضعف; أعاني من خدر,لا يوجد ضعف; ما في ضعف
weight_changes_general,1,1,1,2,1,1,1,Patient reports weight changes general.,Patient denies weight changes general.; Patient has no weight changes general.,أعاني من عام; أعاني من تغيرات الوزن,لا يوجد عام; ما في عام
weight_loss_severe_or_unintentional,1,1,1,1,1,1,1,Patient reports weight loss severe or unintentional.,Patient denies weight loss severe or unintentional.; Patient has no weight loss severe or unintentional.,أعاني من نقص وزن,لا يوجد نقص وزن; ما في نقص وزن
poor_growth_or_weight_gain,1,1,1,1,1,1,1,Patient reports poor growth or weight gain.,Patient denies poor growth or weight gain.; Patient has no poor growth or weight gain.,أعاني من زيادة وزن,لا يوجد زيادة وزن; ما في زيادة وزن
fear_of_weight_gain,1,1,1,1,1,1,1,Patient reports fear of weight gain.,Patient denies fear of weight gain.; Patient has no fear of weight gain.,أعاني من زيادة وزن,لا يوجد زيادة وزن; ما في زيادة وزن
cough_dry_or_chronic,3,1,1,5,1,1,1,Patient reports cough dry or chronic.; Patient reports dry cough.,Patient denies cough dry or chronic.; Patient has no cough dry or chronic.,أعاني من سعال جاف; أعاني من كحه جافه,لا يوجد سعال جاف; ما في سعال جاف
joint_pain_general,1,1,1,2,1,1,1,Patient reports joint pain general.,Patient denies joint pain general.; Patient has no joint pain general.,أعاني من ألم; أعاني من وجع,لا يوجد ألم; ما في ألم
joint_muscle_pain,1,1,1,2,1,1,1,Patient reports joint muscle pain.,Patient denies joint muscle pain.; Patient has no joint muscle pain.,أعاني من ألم; أعاني من وجع,لا يوجد ألم; ما في ألم
spontaneous_bleeding_joints_muscles,1,1,1,4,1,1,1,Patient reports spontaneous bleeding joints muscles.,Patient denies spontaneous bleeding joints muscles.; Patient has no spontaneous bleeding joints muscles.,أعاني من نزف; أعاني من نزيف,لا يوجد نزف; ما في نزف
bleeding_and_bruising,1,1,1,2,1,1,1,Patient reports bleeding and bruising.,Patient denies bleeding and bruising.; Patient has no bleeding and bruising.,أعاني من كدمات; أعاني من نزف وكدمات,لا يوجد كدمات; ما في كدمات
blood_in_urine_or_stool,3,1,1,4,1,1,1,Patient reports blood in urine or stool.; Patient reports blood in urine.,Patient denies blood in urine or stool.; Patient has no blood in urine or stool.,أعاني من دم في البول; أعاني من دم في البراز,لا يوجد دم في البول; ما في دم في البول
preeclampsia,1,1,1,1,1,1,1,Patient reports preeclampsia.,Patient denies preeclampsia.; Patient has no preeclampsia.,أعاني من تسمم الحمل,لا يوجد تسمم الحمل; ما في تسمم الحمل
heart_rate_issues,1,1,1,2,1,1,1,Patient reports heart rate issues.,Patient denies heart rate issues.; Patient has no heart rate issues.,أعاني من معدل ضربات القلب; أعاني من اذن,لا يوجد معدل ضربات القلب; ما في معدل ضربات القلب
heart_attack,1,1,1,4,1,1,1,Patient reports heart attack.,Patient denies heart attack.; Patient has no heart attack.,أعاني من نوبه; أعاني من نوبه قلبيه,لا يوجد نوبه; ما في نوبه
nausea_or_vomiting,4,1,1,4,1,1,1,Patient reports nausea or vomiting.; Patient reports nausea.,Patient denies nausea or vomiting.; Patient has no nausea or vomiting.,أعاني من غثيان; أعاني من استفراغ,لا يوجد غثيان; ما في غثيان
rash_general,3,1,1,1,1,1,1,Patient reports rash general.; Patient reports rash.,Patient denies rash general.; Patient has no rash general.,أعاني من طفح جلدي,لا يوجد طفح جلدي; ما في طفح جلدي
difficulty_breathing,4,1,1,9,1,1,1,Patient reports difficulty breathing.; Patient reports shortness of breath.,Patient denies difficulty breathing.; Patient has no difficulty breathing.,أعاني من ضيق نفس; أعاني من صعوبه تنفس,لا يوجد ضيق نفس; ما في ضيق نفس
sleep_or_appetite_changes,1,1,1,2,1,1,1,Patient reports sleep or appetite changes.,Patient denies sleep or appetite changes.; Patient has no sleep or appetite changes.,أعاني من تغيرات نوم; أعاني من تغيرات شهية,لا يوجد تغيرات نوم; ما في تغيرات نوم
abdominal_pain_general,1,1,1,4,1,1,1,Patient reports abdominal pain general.,Patient denies abdominal pain general.; Patient has no abdominal pain general.,أعاني من ألم; أعاني من وجع,لا يوجد ألم; ما في ألم
balance_issues,1,1,1,1,1,1,1,Patient reports balance issues.,Patient denies balance issues.; Patient has no balance issues.,أعاني من مشاكل اتزان,لا يوجد مشاكل اتزان; ما في مشاكل اتزان
blind_spots,1,1,1,1,1,1,1,Patient reports blind spots.,Patient denies blind spots.; Patient has no blind spots.,أعاني من بقع عمياء,لا يوجد بقع عمياء; ما في بقع عمياء
abnormal_urine,1,1,1,1,1,1,1,Patient reports abnormal urine.,Patient denies abnormal urine.; Patient has no abnormal urine.,أعاني من بول غير طبيعي,لا يوجد بول غير طبيعي; ما في بول غير طبيعي
bowel_irregularities,1,1,1,1,1,1,1,Patient reports bowel irregularities.,Patient denies bowel irregularities.; Patient has no bowel irregularities.,أعاني من اضطرابات الأمعاء,لا يوجد اضطرابات الأمعاء; ما في اضطرابات الأمعاء
depression_general,1,1,1,2,1,1,1,Patient reports depression general.,Patient denies depression general.; Patient has no depression general.,أعاني من عام; أعاني من اكتئاب,لا يوجد عام; ما في عام
movement_or_speech_difficulty,1,1,1,1,1,1,1,Patient reports movement or speech difficulty.,Patient denies movement or speech difficulty.; Patient has no movement or speech difficulty.,أعاني من صعوبه الحركه او الكلام,لا يوجد صعوبه الحركه او الكلام; ما في صعوبه الحركه او الكلام
fatigue_general,3,1,1,3,1,1,1,Patient reports fatigue general.; Patient reports fatigue.,Patient denies fatigue general.; Patient has no fatigue general.,أعاني من ارهاق; أعاني من تعب,لا يوجد ارهاق; ما في ارهاق
fever_general,3,1,1,7,1,1,1,Patient reports fever general.; Patient reports fever.,Patient denies fever general.; Patient has no fever general.,أعاني من حمى; أعاني من حرارة,لا يوجد حمى; ما في حمى
heart_rate_irregularities,1,1,1,3,1,1,1,Patient reports heart rate irregularities.,Patient denies heart rate irregularities.; Patient has no heart rate irregularities.,أعاني من معدل ضربات القلب; أعاني من اضطرابات,لا يوجد معدل ضربات القلب; ما في معدل ضربات القلب
bowel_movement_changes,1,1,1,1,1,1,1,Patient reports bowel movement changes.,Patient denies bowel movement changes.; Patient has no bowel movement changes.,أعاني من تغيرات التبرز,لا يوجد تغيرات التبرز; ما في تغيرات التبرز
redness_general,1,1,1,2,1,1,1,Patient reports redness general.,Patient denies redness general.; Patient has no redness general.,أعاني من عام; أعاني من احمرار,لا يوجد عام; ما في عام
